catalogued (audio file is on musiclabnas already),"documentation (liner notes, images, etc, on musiclabnas)",who,HARVARD .WAV,OTHER .WAV,HARVARD CD,OTHER CD,DIRECT STREAM,MULTIPLE SONGS ON SAME TRACK,LP,REQUESTED THRU ILL,ONLY OPTION IS FOR HARVARD TO DIGITIZE IT,CAN'T FIND. ASK HARVARD LIBRARY,ASK HARVARD FOR HELP,GET CD WHEN LOEB REOPENS / WAIT FOR ILL CD OR LP / ASK FOR DIGITIZATION,TO DELETE,status,judy_notes,judy_url (use this only if url_recode is no longer the right url),old_notes,filename,song_name,region,type,song_tracknum,source,url_recode,format (Harvard only),cost,notes,url_orig,source_first,widesample,deepsample,wideonly,deeponly,both,comments,family_name,language,dialect,level,culture listed?,culture,culture standardized,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,iso,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
1,1,JSL,0,1,0,0,0,0,1,0,0,0,0,1,0,request digitization of http://id.lib.harvard.edu/alma/990030561210203941/catalog ,at Harvard as LP; requested via ILL as a CD; made a Harvard reading room request,"https://www.discogs.com/Various-The-Music-Of-Samoa/release/10464086
https://www.persee.fr/doc/jso_0300-953x_1974_num_30_45_2674_t1_0313_0000_2","Email owner of collection for tracks. Hackable to acquire audio, but permissions not ok; url_orig is not the right audio tag",NHS2-1155.wav,Paddling Song,Polynesia,Work,NA,Various archives/libraries,https://manoa.hawaii.edu/music/about-us/faculty/jane-freeman-moulin/,,,,https://theglobaljukebox.org/?share=Samoa-T5429R43,Global Jukebox,,,0,0,0,no audio,#REF!,samo1305,,#REF!,,Samoans,Samoan,,#REF!,samo1305,samo1305,yes,yes,yes,smo,No secondary function,No,,,,The song is identified as such in its title or label,"Work song; boat song; paddling song //GLOBAL JUKEBOX, CODING ID 4374 RELEVANT INFORMATION IN THE GENRE AND DESCRIPTION SECTION//",NA,NA,"wheel>choose ""paddling song""",,,No,,3/16/2018 17:49:36,DIS
1,1,JSL,0,1,0,0,0,0,1,0,0,0,0,1,0,request digitization of http://id.lib.harvard.edu/alma/990083074910203941/catalog. digitized by Peter Laurence (MB 08nov2021),at Harvard as LP; made a Harvard reading room request https://aeon.hul.harvard.edu/,https://www.discogs.com/Richard-M-Moyle-Traditional-Music-Of-Tonga/release/3588222,"no permission, email owner of collection",NHS2-1179.wav,Tau'a'alo,Polynesia,Work,NA,Various archives/libraries,https://manoa.hawaii.edu/music/about-us/faculty/jane-freeman-moulin/,,,,https://theglobaljukebox.org/?share=Tongans-,Global Jukebox,,,0,0,0,no audio,#REF!,tong1325,,#REF!,,Tongans,Tongan,,#REF!,tong1325,tong1326,no,yes,yes,ton,No secondary function,No,,,,The song is identified as such in its title or label,"Work song //GLOBAL JUKEBOX, CODING ID 4377 RELEVANT INFORMATION IN THE GENRE AND DESCRIPTION SECTION//",NA,NA,"wheel> search ""tongans"" > choose ""Tau'a'alo""",,,No,,3/18/2018 3:39:00,DIS
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990120052830203941/catalog,requested via ILL; not in yet (AT LOEB),https://www.worldcat.org/title/songs-of-the-inuit-iglulik-canada/oclc/65196223,purchase,NHS2-0062.wav,Pisiq With Drum And Women Chorus,Arctic and Subarctic,Dance,Track 1,CD purchase,https://www.amazon.com/Songs-Inuit-Iglulik-Canada-Tyhe/dp/B0006ZYU5A/ref=asc_df_B0006ZYU5A/?tag=hyprod-20&linkCode=df0&hvadid=385638054396&hvpos=1o1&hvnetw=g&hvrand=10572690794466139180&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9002000&hvtargid=pla-434832395509&psc=1&tag=&ref=&adgrpid=79422665660&hvpone=&hvptwo=&hvadid=385638054396&hvpos=1o1&hvnetw=g&hvrand=10572690794466139180&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9002000&hvtargid=pla-434832395509,,$24.65,,http://www.worldcat.org/title/songs-of-the-inuit-iglulik-canada/oclc/65196223,"WorldCat, Discogs",1,0,1,0,0,,#REF!,east2534,,#REF!,,Inuit Iglulik,Inuit Iglulik,,#REF!,west2618,inui1246,no,yes,yes,ikt,No secondary function,No,,,,The song is identified as such in its title or label,Pisiit: Song Of Drum Dances //LABEL FROM DISCOGS//,NA,NA,Detailed track info: https://www.discogs.com/Inuit-Inuit-Iglulik/release/1588002,,,No,,2/26/2018 16:33:50,CMB
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990120052830203941/catalog ,requested via ILL; not in yet (AT LOEB),https://www.worldcat.org/title/songs-of-the-inuit-iglulik-canada/oclc/65196223,purchase,NHS2-0065.wav,Sakausiq,Arctic and Subarctic,Healing,Track 24,CD purchase,https://www.amazon.com/Songs-Inuit-Iglulik-Canada-Tyhe/dp/B0006ZYU5A/ref=sr_1_fkmr0_1?keywords=Songs+of+the+Inuit+Iglulik%2C+Canada.&qid=1575582077&s=music&sr=1-1-fkmr0,,$24.65,,http://www.worldcat.org/title/songs-of-the-inuit-iglulik-canada/oclc/65196223,"WorldCat, Discogs",1,0,1,0,0,,#REF!,east2534,,#REF!,,Inuit Iglulik,Inuit Iglulik,,#REF!,west2618,inui1246,no,yes,yes,ikt,No secondary function,No,,,,The song is identified as such in its title or label,Curing Songs //LABEL FROM DISCOGS//,NA,NA,Track listing and info at discogs: https://www.discogs.com/Inuit-Inuit-Iglulik/release/1588002 NOTE: Worldcat album appears to be a re-released version of discogs album. New version's link chosen for album accessibility. Track listing is identical. Discog album/older version link on Worldcat: http://www.worldcat.org/title/inuit-iglulik-canada/oclc/725386988&referer=brief_results,,,No,,2/22/2018 14:23:11,CMB
1,1,JSL,0,1,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990149856220203941/catalog ,requested via ILL; not in yet (AT LOEB),https://www.worldcat.org/title/inuit-fifty-five-historical-recordings/oclc/52848634&referer=brief_results,purchase,NHS2-0071.wav,Lullaby,Arctic and Subarctic,Lullaby,9,CD purchase,https://www.amazon.com/Inuit-Historical-Recordings-Various-Artists/dp/B000057FQM,,$17.73,,http://www.worldcat.org/title/inuit-fifty-five-historical-recordings/oclc/52848634&referer=brief_results,WorldCat,1,0,1,0,0,,#REF!,kala1399,,#REF!,,East Greenlandic Inuit,East Greenlandic Inuit,,#REF!,gree1280,kala1399,no,yes,yes,,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Lullaby,"A lullaby which typically consists of repeated simple motifs iwth only two different tones. The text is about a horrible dog and may seem more frightening than soothing. //CD LINER NOTES, LOEB LIBRARY AWM 19491//",NA,"Available in Loeb Library AWM, #19491",Yes,6,Yes,,6/6/18 15:09,AMB
1,1,JSL,0,1,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990149856220203941/catalog ,requested via ILL; not in yet (AT LOEB),https://www.worldcat.org/title/inuit-fifty-five-historical-recordings/oclc/52848634&referer=brief_results,purchase,NHS2-0072.wav,Mournful song,Arctic and Subarctic,Mourning,16,CD purchase,https://www.amazon.com/Inuit-Historical-Recordings-Various-Artists/dp/B000057FQM,,$17.73,,http://www.worldcat.org/title/inuit-fifty-five-historical-recordings/oclc/52848634&referer=brief_results,WorldCat,1,0,1,0,0,,#REF!,kala1399,,#REF!,,South Greenlandic Inuit,South Greenlandic Inuit,,#REF!,gree1280,kala1399,no,yes,yes,,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Mournful song //CD LINER NOTES, AWM 19491//","A mournful song sung by the bereaved women after a qivittoq. In this song a direct influence (or continuation) of East-Greenlandic melody and form can be seen. This is also the case in many older South-Greenlandic songs of the niperujuatit tradition. But in the course of ti e a gradual incorporation of European melodics has taken place. The beginning European influence appears first in the use of semitone intervals, as in the present song. An elderly man is snoring in the background. //CD LINER NOTES, AWM 19491//",NA,Available in Loeb Archive of World Music #19491,Yes,6,Yes,,6/6/18 15:18,AMB
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990083920370203941/catalog ,requested via ILL; not in yet; not on A Street,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212063983260003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,Polyphonic%20Chants%20from%20Albania&offset=0", purchase,NHS2-1433.wav,Ninullë (Lullaby),Southeastern Europe,Lullaby,14,CD purchase,https://www.amazon.com/Polyphonic-Chants-from-Albania/dp/B000027Y16/ref=tmm_acd_swatch_0?_encoding=UTF8&qid=&sr=,,$29.99,"If needed, album purchase: https://www.amazon.com/Polyphonic-Chants-from-Albania/dp/B000027Y16/ref=tmm_acd_swatch_0?_encoding=UTF8&qid=&sr=",http://gofile.me/3T2hs/jogeGC8Lr,Sound recording: Chants polyphoniques d'Albanie,0,1,0,1,0,,#REF!,tosk1239,,#REF!,,Albanians,Albanian,alba1267,#REF!,alba1267,alba1267,yes,yes,yes,sqi,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","""Lullaby"" //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 11 http://gofile.me/3T2hs/pDnpGwFrW//","Monophonic lullaby from the region of Saranda //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 11 http://gofile.me/3T2hs/pDnpGwFrW//",NA,,Yes,6,Yes,,1/11/18 17:27,LXN
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990083920370203941/catalog ,requested via ILL; not in yet; not on A Street,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212063983260003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,Polyphonic%20Chants%20from%20Albania&offset=0",purchase,NHS2-1435.wav,Një kengë thëllëze c'me zgjoï (A partridge has awoke me),Southeastern Europe,Praise,NA,CD purchase,https://www.amazon.com/Polyphonic-Chants-from-Albania/dp/B000027Y16/ref=tmm_acd_swatch_0?_encoding=UTF8&qid=&sr=,,$29.99,"If needed, album purchase: https://www.amazon.com/Polyphonic-Chants-from-Albania/dp/B000027Y16/ref=tmm_acd_swatch_0?_encoding=UTF8&qid=&sr=",http://gofile.me/3T2hs/e5cyjEzDh,Sound recording: Chants polyphoniques d'Albanie,0,1,0,1,0,,#REF!,tosk1239,,#REF!,,Albanians,Albanian,alba1267,#REF!,alba1267,alba1267,yes,yes,yes,sqi,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is",NA,"A song in praise of the beauty of the women of Labira //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 10 http://gofile.me/3T2hs/pDnpGwFrW //","...the women of Labira, whose cheeks are red like grenadines, whose eyebrows are delicate, and whose silky hair smells like roses //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 10 http://gofile.me/3T2hs/pDnpGwFrW//",Liner Notes: http://gofile.me/3T2hs/pDnpGwFrW,Yes,6,Yes,,1/11/18 17:09,LXN
1,1,JSL,0,1,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990149856220203941/catalog ,requested via ILL; not in yet (AT LOEB),https://www.worldcat.org/title/inuit-fifty-five-historical-recordings/oclc/52848634&referer=brief_results,purchase,NHS2-0073.wav,Singing game,Arctic and Subarctic,Play,12,CD purchase,https://www.amazon.com/Inuit-Historical-Recordings-Various-Artists/dp/B000057FQM,,$17.73,,http://www.worldcat.org/title/inuit-fifty-five-historical-recordings/oclc/52848634&referer=brief_results,WorldCat,1,0,1,0,0,,#REF!,kala1399,,#REF!,,East Greenlandic Inut,East Greenlandic Inuit,,#REF!,gree1280,kala1399,no,yes,yes,,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Singing game //CD LINER NOTES, LOEB AWM 19491//","A song for a singing game recorded in connection with a twin-town arrangement in Gentofte, Denmark. The singing game is about a hunting scene on a rocky coast. The girls stand facing each other and alternately clap their own and each other's hands. In an ever-accelerating tempo and with great precision — and volubility — the two girls keep pace with each other all through the song. This example shows that the East-Greenlandic song traditions are still in use, also among young people. //CD LINER NOTES, LOEB AWM 19491//",NA,"Available in Loeb, AWM 19491",Yes,6,Yes,,6/6/18 15:13,AMB
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990120052830203941/catalog ,requested via ILL; not in yet (AT LOEB),https://www.worldcat.org/title/songs-of-the-inuit-iglulik-canada/oclc/65196223,purchase,NHS2-0070.wav,"From ""The grand-mother and the son""",Arctic and Subarctic,Story,52,CD purchase,https://www.amazon.com/Songs-Inuit-Iglulik-Canada-Tyhe/dp/B0006ZYU5A/ref=asc_df_B0006ZYU5A/?tag=hyprod-20&linkCode=df0&hvadid=385638054396&hvpos=1o1&hvnetw=g&hvrand=10572690794466139180&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9002000&hvtargid=pla-434832395509&psc=1&tag=&ref=&adgrpid=79422665660&hvpone=&hvptwo=&hvadid=385638054396&hvpos=1o1&hvnetw=g&hvrand=10572690794466139180&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9002000&hvtargid=pla-434832395509,,$24.65,,http://www.worldcat.org/title/songs-of-the-inuit-iglulik-canada/oclc/65196223&referer=brief_results,"WorldCat, Loeb Archive of World Music",1,0,1,0,0,,#REF!,east2534,,#REF!,,Inuit Igulik,Inuit Igulik,,#REF!,west2618,inui1246,no,yes,yes,ikt,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Story Songs //CD LINER NOTES, LOEB AWM 16706//",NA,NA,"Available in Loeb Archive of World Music, 16706",Yes,6,Yes,,6/6/18 15:42,AMB
1,1,JSL,0,1,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990149856220203941/catalog ,requested via ILL; not in yet (AT LOEB),https://www.worldcat.org/title/inuit-fifty-five-historical-recordings/oclc/52848634&referer=brief_results,purchase,NHS2-0074.wav,Song in a story,Arctic and Subarctic,Story,29,CD purchase,https://www.amazon.com/Inuit-Historical-Recordings-Various-Artists/dp/B000057FQM,,$17.73,,http://www.worldcat.org/title/inuit-fifty-five-historical-recordings/oclc/52848634&referer=brief_results,WorldCat,1,0,1,0,0,,#REF!,kala1399,,#REF!,,Uummannaq-Upernavik Inuit,Uummannaq-Upernavik Inuit,,#REF!,gree1280,kala1399,no,yes,yes,,No secondary function,No,,,,The song is identified as such in its title or label,"Song in a story //CD LINER NOTES, LOEB AWM 19491//","The recording took place in the northernmost settlement in the Upernavik region. The song is surprising in melodic respects: it has a large range and many triads of a type normally found in East Greenland. It is possible that songs of this kind date back to a population in North-East Greenland that died out in the beginning of the 19th century. //CD LINER NOTES, LOEB AWM 19491//",NA,Loeb AWM 19491,Yes,5,Yes,,6/6/18 15:28,AMB
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,rip cd when loeb reopens http://id.lib.harvard.edu/alma/990149112040203941/catalog ,"rejected twice thru ILL, but it's AT LOEB; not on A Street","https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212179549200003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,Japanese%20Traditional%20Music:%20Songs%20Of%20People%20At%20Work%20And%20Play&offset=0",purchase,NHS2-0537.wav,Ecchû-owara-bushi; Yamanaka-bushi,East Asia,Dance,Track 22,CD purchase,https://www.discogs.com/sell/release/9782411?ev=rb,,$15.70,,http://id.lib.harvard.edu/alma/990149112040203941/catalog,Harvard Archive of World Music,1,0,1,0,0,,#REF!,nucl1643,,#REF!,,Japanese,Japanese,,#REF!,nucl1643,nucl1643,yes,yes,yes,jpn,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"Ecchu-owara-bushi is sung at the Owara kaze no bon, a summer bon dance festival accompanied by shamisen, kokyu (fiddle), and taiko.// AWM CD 19431, RELEVANT INFO IN LINER NOTES ON PAGE 17//",NA,,Yes,3,Yes,,11/10/18 17:47,WCS
1,1,JSL,0,1,0,0,0,0,0,0,0,0,0,0,1,,followed up twice with AIATSIS. MB: 05oct2021 AIATSIS responded,https://iats.ent.sirsidynix.net.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:317042/one?qu=ELLIS_C055,"Call number: ELLIS_C05, request materials ",NHS2-0089.wav,Unknown,Unknown,Healing,,Various archives/libraries,https://iats.ent.sirsidynix.net.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:317042/one?qu=ELLIS_C05,no working link or song title,http://catalogue.aiatsis.gov.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:317042/ada?qu=healing+song&te=ILS&lm=AUDIO,AIATSIS,,,1,0,1,0,0,,#REF!,anta1253,#REF!,,Antakirinya / Wangkangurru / Arrernte,Wangkangurru,Australia,,#REF!,anta1253,aran1263,no,no,yes,ant,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,Two women song series performed as a healing rite //FOUND IN ABSTRACT IN AIATSIS LISTING//,NA,AIATSIS Call number ELLIS_C05,,,No,"AIASTIS listing, cannot find audio online, will have to call from catalogue.",6/4/18 17:10,DWL
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Alt name ""Drinking Music""",NHS2-0001.wav,Manioc Beer Song,Amazon and Orinoco,Work,"Band 11, Side 2",Folkways track download,https://folkways.si.edu/drum-and-female-voices/drinking-music/american-indian-world/music/track/smithsonian,,$0.99,"titled differently in Folkways, but consistent with info in Global Jukebox",http://media.theglobaljukebox.org/audio/T5402R46.mp3,"Global Jukebox, Smithsonian Folkways",1,0,1,0,0,,#REF!,ajyi1238,,#REF!,,Asháninka,Asháninka,,#REF!,ajyi1238,asha1243,no,yes,yes,cpc,No secondary function,No,http://www.folkways.si.edu/TrackDetails.aspx?itemid=11284,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Manioc Beer Song //GLOBAL JUKEBOX CODING ID: 894//,Manioc song; work song //GLOBAL JUKEBOX CODING ID: 894//,NA,,Yes,3,Yes,,9/3/18 14:03,HLR
1,1,JSL,0,0,0,0,1,0,0,0,0,0,0,0,0,,ripped from Alexander St,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C1643699,purchase,NHS2-0002.wav,Funeral Song for Lalimo,Amazon and Orinoco,Mourning,Track 20,CD purchase,https://www.amazon.com/gp/offer-listing/B000003716/ref=sr_1_2?keywords=The+Maroni+River+Caribs+of+Surinam&qid=1575481618&sr=8-2,,$20.99,,https://search.alexanderstreet.com/preview/work/bibliographic_entity%7Crecorded_cd%7C1643699?ssotoken=anonymous,Alexander Street,1,0,1,0,0,,Cariban,akur1238,,#REF!,,Maroni Carib,Carib,,#REF!,cari1283,isla1278,no,no,no,,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",N/A,"In February 1968 the wife of the old village headman had died in a hospital in Paramaribo. She had been an influential and powerful personality during her life. The kalawasi songs sung during that night were filled with emotional expressions of personal attachment to the old woman: koi lotion kolubane, li (only recently we still talked to each other). //LINER NOTES: ALEXANDER STREET CATALOG NUMBER: 4005 KCD//",N/A,The Alexander Street link goes to a site with a sample. For full access it may depend on whether or not your academic institution provides it.,Yes,5,Yes,The recording is available online for those that go to an academic institution that provides full access. I did not have access so I went to the Loeb Music Library to read the liner notes/listen to the track.,8/30/2018 10:37:34,KAH
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0003.wav,Tiga Tiga,Amazon and Orinoco,Story,"Band 11, Side 2",Folkways track download,https://folkways.si.eduathan-france/tiga-tiga/american-indian-world/music/track/smithsonian,,$0.99,,https://folkways.si.eduathan-france/tiga-tiga/american-indian-world/music/track/smithsonian,Smithsonian Folkways,1,0,1,0,0,,#REF!,araw1276,,#REF!,,Arawak,Arawak,,#REF!,araw1276,wara1303,no,unknown,unknown,arw,Love,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"""Tiga Tiga"", a Warrau song of jealousy, sung by Nathan France, unaccompanied. Note the similarity of words to to those of Band 7, above. France translates. ""The woman says that she saw me sitting underneath the tree, and I was playing with another woman"". //SMITHSONIAN FOLKWAYS CATALOG NUMBER: FW04239_211//",NA,,Yes,5,Yes,,4/25/2018 12:49:20,HLR
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0004.wav,Marenaruie,Amazon and Orinoco,Mourning,Disc 1 Track 7,Folkways track download,https://folkways.si.edu/bororo-society/marenaruie/music/track/smithsonian,,$0.99,,https://folkways.si.edu/bororo-society/marenaruie/music/track/smithsonian,Smithsonian Folkways,1,0,1,0,0,,#REF!,boro1282,,#REF!,,Bororo,Bororo,,#REF!,boro1282,boro1282,yes,yes,yes,bor,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"Chant of Mourning: The fragment heard here, associated to the lamentations and the ritual scarifications, is sung by a single man ; the sobbing shows the intense emotion created during the funeral ceremonies. //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: UNES08201_107, RELEVANT INFO IN LINER NOTES PG. 5 //",NA,,Yes,6,Yes,,6/23/2018 11:03:43,KAH
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0005.wav,Marido paru,Amazon and Orinoco,Work,Disc 1 Track 2,Folkways track download,https://folkways.si.edu/bororo-society/marido-paru/music/track/smithsonian,,$0.99,,https://folkways.si.edu/bororo-society/marido-paru/music/track/smithsonian,Smithsonian Folkways,1,0,1,0,0,,#REF!,boro1282,,#REF!,,Bororo,Bororo,,#REF!,boro1282,boro1282,yes,yes,yes,bor,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"Two teams of men had left the village that morning and returned some hours later with a quantity of palm leaves. With these they set to work to make two enormous wheels one and a half metres tall: the marido. The men sing as they make preparations (paru) for the games which will take place the following day. // SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: UNES08201_102, RELEVANT INFO IN LINER NOTES PG. 4 //",NA,,Yes,6,Yes,,6/29/2018 17:17:53,KAH
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0006.wav,"Krahó: Women-and-Men's choir, conducted by traditional choir-leader",Amazon and Orinoco,Dance,"Disc 1, Track 3",Folkways track download,https://folkways.si.edu/women-and-mens-choir/kraho-women-and-mens-choir-conducted-by-traditional-choir-leader/american-indian-world/music/track/smithsonian,,$1.49,,https://folkways.si.edu/women-and-mens-choir/kraho-women-and-mens-choir-conducted-by-traditional-choir-leader/american-indian-world/music/track/smithsonian,Smithsonian Folkways,1,0,1,0,0,,#REF!,cane1242,krah1246,#REF!,,Kraho,Canela Kraho,,#REF!,cane1242,krah1246,no,yes,yes,ram,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Krahó: Women-and-Men's choir, conducted by traditional choir-leader//SMITHSONIAN FOLKWAYS CATALOG NUMBER FW04311 / FE 4311//","Kraho-Indians - About fourhundred and fifty Kraho Indians live in four villages in the wide and open savannah of northeastern Brazil, a few hundred miles from the shores of the Tocantins river, an amazonian tributary. The Kraho belong to the Je-speaking Indians of Brazil, who are by far the most musical and music-loving of all Brazilian Indians. Every morning before sunri.se, one of the beloved and famed choir-conductors starts a dance in middle of the village square, singing with the rhythm of a gourd-rattle. Immediately all younger girls, women and men gather. Women stand in a long row before him, shake the arms rhythmically, whipping their knees in the same rhythm, while men dance in front of them. Songs start slow, heavily, becomes more and more enthusiastic until a powerful choir fills the village at the rising sun. Every afternoon the same happens, after daily work, and every night girls, women and men sing and dance on the village square until dark and late. When everybody is home, resting on their straw-mats spread on the ground or on wooden racks, suddenly a beautiful, sonor voice fills the night - one of the solo-singers of the village performs his recital, some of them with such highly trained voices, that they resemble the educated trembling of coloratur-singers in our society. The Kraho's life is filled with multiple rituals, initiation-rites which change from year to year, being some of them only repeated after twelve up to sixteen years. Each rite is accompanied by special songs, but also the already mentioned morning-and night choir-songs consist of a great number of songs, composed by living choir-leaders or consisting of the traditional repertoire of the tribe. Kraho-life cannot be separated from music! //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: FW04311 / FE 4311; LINER NOTES (DOWNLOADED PDF, PP. 4-5)//",NA,Full recording at Alexander Street: http://ezp-prod1.hul.harvard.edu/login?url=https://search.alexanderstreet.com/view/work/bibliographic_entity|recorded_cd|71744,Yes,3,Yes,,2/2/18 13:52,HLR
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0007.wav,Ceremonial Weeping,Amazon and Orinoco,Mourning,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5403R45.mp3,,,,http://media.theglobaljukebox.org/audio/T5403R45.mp3,Global Jukebox,1,0,1,0,0,,#REF!,cane1242,,#REF!,,Canela Krahô,Canela Kraho,,#REF!,cane1242,krah1246,no,yes,yes,ram,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Ceremonial Weeping //GLOBAL JUKEBOX CODING ID: 3247//,Mourning song; burial song //GLOBAL JUKEBOX CODING ID: 3247//,NA,,Yes,4,Yes,,9/3/18 14:16,HLR
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0008.wav,Call to Work,Amazon and Orinoco,Work,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5403R34.mp3,,,,http://media.theglobaljukebox.org/audio/T5403R34.mp3,Global Jukebox,1,0,1,0,0,,#REF!,cane1242,,#REF!,,Canela Krahô,Canela Kraho,,#REF!,cane1242,krah1246,no,yes,yes,ram,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Work song; manioc song //GLOBAL JUKEBOX CODING ID: 2460//,"Call to work; ceremonial leader calls people of the village to join in and do some work, gathering manioc or similar //GLOBAL JUKEBOX CODING ID: 2460//",NA,,Yes,4,Yes,,9/3/18 14:08,HLR
