included in sample,include_comment,type,family_name,language,dialect,level,culture listed?,culture,region,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,notes,iso,song_name,url,song_tracknum,source,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
1,,Story,Otomanguean,mezq1235,,language,,Otomi,Central Mexico,,otom1299,mezq1235,mezq1235,yes,yes,yes,,ote,Biba manza,http://www.worldcat.org/title/folksongs-of-mexico-canciones-de-mexico/oclc/42236366&referer=brief_results,NA,WorldCat,No secondary function,No,,,,The song is identified as such in its title or label,Story Song// TITLE IN WORLDCAT//,NA,NA,The hyperlink provides link to the material where the song can be found.,,,No,,2/9/18 17:22,JAY
1,,Dance,Pama-Nyungan,dhuw1249,,language,,Yolngu / Australian Aborigine,Australia,,pama1250,dhuw1249,.,no,.,.,,duj,Djedbang-ari,https://folkways.si.edu/group-from-yirkalla-mission-district/djedbang-ari/world/music/track/smithsonian,"Disc 1, Track 1","Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",,This is a special form of song and dance from the Yirkalla district in the far north-east of Arnhem land. A usual feature of the structure is a break in the singing half-way through a stanza and dance scene. //CATALOGUE NUMBER FW04439_101 IN SMITHSONIAN FOLK WAYS RECORDINGS SMITHSONIAN FOLKWAYS ALBUM HAS ADDITIONAL LINER NOTES FOUND ON PAGE 4//,NA,"Liner notes found in album ""Tribal Music of Australia""",Yes,3,Yes,,2/2/18 13:34,DWL
1,,Dance,Pama-Nyungan,dhuw1249,,language,0,Yolngu/Murngin/Wulamba/Dhuwal,Australia,,pama1250,dhuw1249,stan1293,no,no,no,,duj,"Green Frog, Arnhem Land wangga song",http://www.worldcat.org/oclc/41613673,"Volume 9, Track 28",Garland Encyclopedia of World Music,No secondary function,No,,,,The song is identified as such in its title or label,"""wangga song"" //GARLAND ENCYCLOPEDIA OF MUSIC, VOL. 9, TRACK 28, RELEVANT INFO IS IN TRACK TITLE//",NA,NA,"Track was drawn for the encyclopedia from: Wangga Songs by Alan Maralung, Smithsonian Folkways CD 40430, track 4.",Yes,6,Yes,"Per Wikipedia (https://en.wikipedia.org/wiki/Wangga), songs in this genre often focus on death/regeneration, so examination of the lyrics (not available transcribed) may reveal that this song is a mourning song in addition to a dance song.",6/6/18 11:27,JNY
0,,Dance,Pama-Nyungan,pitj1243,,language,0,Pitjantjara / Anangu,Australia,,pama1250,pitj1243,pitj1243,yes,yes,yes,,pjt,Corroboree of Women,http://archives.crem-cnrs.fr/archives/items/CNRSMH_E_1959_013_001_03/,NA,"Global Jukebox, CREM",No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Women's song; dance song; corroboree song; cereomonial song //CODING ID 1461 GENRE FROM GLOBAL JUKEBOX//,"The songs are interpreted during meetings (camp songs) the council of elders or religious ceremonies. All participants paint their faces and body designs symbolizing their totem, and they dance the ""corroborated"" //CREM ETHNOGRAPHIC CONTEXT TRANSLATION FROM FRENCH//",NA,,Yes,4,Yes,,2/2/18 13:54,DWL
1,,Dance,Pama-Nyungan,yuul1239,,family,,Yolngu,Australia,,pama1250,yuul1239,stan1293,no,no,no,there isn't enough information to specify,,Wadamiri,http://www.worldcat.org/oclc/1061508,"Side 1, Track 5",NHS 1.0,,No,,,,,5,5,5,,,,,,1/2/18 17:51,SAM
1,,Healing,Pama-Nyungan,anta1253,,language,0,Antakirinya / Wangkangurru / Arrernte,Australia,,pama1250,anta1253,aran1263,no,no,yes,,ant,Unknown,http://catalogue.aiatsis.gov.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:317042/ada?qu=healing+song&te=ILS&lm=AUDIO,Unknown,AIATSIS,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,Two women song series performed as a healing rite //FOUND IN ABSTRACT IN AIATSIS LISTING//,NA,AIATSIS Call number ELLIS_C05,,,No,"AIASTIS listing, cannot find audio online, will have to call from catalogue.",6/4/18 17:10,DWL
0,no audible,Healing,Pama-Nyungan,dhuw1249,,language,,Yolgnu,Australia,,pama1250,dhuw1249,stan1293,no,no,no,,duj,Ngaljod,http://www.worldcat.org/title/dreamings-aboriginal-healing-didjeridu/oclc/39975607&referer=brief_results,1,WorldCat,No secondary function,No,,,,The song is identified as such in its title or label,Aboriginal healing didjeridu (instrument) //IN TITLE OF WORLDCAT//,NA,NA,,No,1,Yes,,6/4/18 17:20,DWL
0,no audible,Healing,Pama-Nyungan,dhuw1249,,language,,Yolgnu,Australia,,pama1250,dhuw1249,stan1293,no,no,no,,duj,Mali,http://www.worldcat.org/title/dreamings-aboriginal-healing-didjeridu/oclc/39975607&referer=brief_results,2,WorldCat,No secondary function,No,,,,The song is identified as such in its title or label,Aboriginal healing didjeridu (instrument) // TITLE IN WORLDCAT//,NA,NA,,No,1,Yes,,6/4/18 17:22,DWL
0,no audible,Healing,Pama-Nyungan,dhuw1249,,language,,Yolgnu,Australia,,pama1250,dhuw1249,stan1293,no,no,no,,duj,Mani,http://www.worldcat.org/title/dreamings-aboriginal-healing-didjeridu/oclc/39975607&referer=brief_results,3,WorldCat,No secondary function,No,,,,The song is identified as such in its title or label,Aboriginal Healing Didjeridu //TITLE IN WORDCAT//,NA,NA,,No,1,Yes,,6/4/18 17:23,DWL
0,no audible,Healing,Pama-Nyungan,dhuw1249,,language,,Yolgnu,Australia,,pama1250,dhuw1249,stan1293,no,no,no,,duj,Ngurra (Dance),http://www.worldcat.org/title/dreamings-aboriginal-healing-didjeridu/oclc/39975607&referer=brief_results,4,WorldCat,Dance,No,,,,The song is identified as such in its title or label,Aboriginal Healing Didjeridu // TITLE IN WORLDCAT//,NA,NA,,No,1,Yes,,6/4/18 17:24,DWL
1,,Healing,Pama-Nyungan,warl1254,,language,,Walbiri,Australia,,pama1250,warl1254,.,no,.,.,,wbp,Women's secret Yowalyu ceremonies,http://www.worldcat.org/oclc/42821441,Track 37A,NHS 1.0,,No,,,,,5,5,NA,,,,,,1/2/18 17:55,CMB
1,,Love,Pama-Nyungan,dhuw1249,,language,,"Yolngu, North Arnhem Land",Australia,,pama1250,dhuw1249,.,no,.,.,,duj,Djarada (Love Chant),http://www.worldcat.org/title/australia-didjeridu-the-dharpa-songs-from-the-dreamtime-by-seachnasaigh/oclc/884167657&referer=brief_results,Track 5,WorldCat,No secondary function,No,,,,The song is identified as such in its title or label,Love Chants //WORLDCAT OCLC#884167657 LABEL IS IN PARENTHESIS NEXT TO SONG TITLE//,NA,NA,,Yes,3,Yes,30 second sample is found at this link (separate from Worldcat) https://www.heartlandmusic.com/will-seachnasaigh-didjeridu-dharpa-songs-from-dreamtime/744457744222,1/3/18 10:30,DWL
1,,Love,Pama-Nyungan,yuul1239,,family,0,Aboriginal People of Arnhem Land,Australia,,pama1250,.,.,.,.,.,,#N/A,Men's Djarada,http://www.worldcat.org/title/arnhem-land-volumes-1-3-authentic-australian-aboriginal-songs-and-dances/oclc/892511653&referer=brief_results,Vol. 2 Track 2,WorldCat,No secondary function,No,,,,The song is identified as such in its title or label,"Djarada //DJARADA OR TJARADA MEANS LOVE MAGIC, SOURCE: EXPLORING THE LEGACY OF THE 1948 ARNHEM LAND EXPEDITION (THOMAS AND NEALE, 2011) PAGE 361//",NA,NA,,Yes,6,Yes,,1/3/18 11:08,DWL
0,,Love,Pama-Nyungan,yuul1239,,family,0,Aboriginal People of Arnhem Land,Australia,,pama1250,.,.,.,.,.,,#N/A,Women's Djarada,http://www.worldcat.org/title/arnhem-land-volumes-1-3-authentic-australian-aboriginal-songs-and-dances/oclc/892511653&referer=brief_results,Vol 2 Track 3,WorldCat,Love,No,,,,The song is identified as such in its title or label,"Djarada //DJARADA OR TJARADA MEANS LOVE MAGIC, SOURCE: EXPLORING THE LEGACY OF THE 1948 ARNHEM LAND EXPEDITION (THOMAS AND NEALE, 2011) PAGE 361//",NA,NA,,Yes,6,Yes,,1/3/18 11:10,DWL
1,,Love,Pama-Nyungan,yuul1239,,family,0,Australian aborigine from Arnhem Land,Australia,,pama1250,.,.,.,.,.,,,Djarada,https://folkways.si.edu/young-boys-with-songman/djarada/world/music/track/smithsonian,"Disk 1, Track 12",Smithsonian Folkways,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,This is a djarada or love song and refers to the women (djingolo) calling out (bugurungga) as they bathe or swim (ngororong) in the river. //SMITHSONIAN FOLKWAYS CATALOGUE FW04439_112 LINER NOTES PAGE 8//,NA,,Yes,5,Yes,,6/2/18 12:22,DWL
1,,Lullaby,Pama-Nyungan,kabi1260,,language,,Butchalla,Australia,,pama1250,band1339,.,no,.,.,,,"Yunma-n Walabai, Walbai Yunma-n",https://vimeo.com/69669861,NA,The Endangered Languages Project,No secondary function,No,,,,The lyrics made it clear to me what type of song this is,NA,NA,"//LYRICS ""Bula walalbai mil nhaa Biral (Two little eyes to look up to God) Bula walalbai binang buranga ngunda yaalam (Two little ears to hear his word) Kalim walalbai dunam yaalam galangoor (One little tongue to speak the truth) Yunma-n walalbai walbai yunman (Sleep little baby sleep) Yunma-n walalbai walbai yunman (Sleep little baby sleep) Yunma-n walalbai walbai yunman (Sleep little baby sleep) TRANSLATION FROM ENDANGERED LANGUAGES PROJECT//",http://www.endangeredlanguages.com/lang/6772 click on Resources,Yes,6,Yes,,6/4/18 14:21,DWL
1,,Lullaby,Pama-Nyungan,sout2765,,family,0,"Maranoa , Queensland",Australia,,pama1250,.,.,.,.,.,the specific song title is not listed so I can't specify further,#N/A,Maranoa Lullaby,https://www.nfsa.gov.au/collection/curated/maranoa-lullaby-harold-blair,NA,NATIONAL FILM AND SOUND ARCHIVE OF AUSTRALIA,No secondary function,No,,,,The song is identified as such in its title or label,"//MARANOA LULLABY, TITLE FOUND IN NATIONAL FILM AND SOUND ARCHIVE OF AUSTRALIA//",NA,NA,,Yes,5,Yes,,6/4/18 14:26,DWL
1,,Lullaby,Pama-Nyungan,yuul1239,,family,0,Australian Aborigine from Arnhem Land,Australia,,pama1250,.,stan1293,no,.,.,,#N/A,Arnhem Land Lullaby,http://www.worldcat.org/title/first-australians-songs-by-aboriginals-and-torres-strait-islanders/oclc/919458921?referer=di&ht=edition,Track 7,"WorldCat, AIATSIS",No secondary function,No,,,,The song is identified as such in its title or label,Lullaby //LABEL FOUND IN WORLDCAT OCLC#919458921//,NA,NA,,,,No,,1/3/18 11:25,DWL
1,,Mourning,Pama-Nyungan,yuul1239,,family,0,N. W. Arnhem Land - culture not listed in EHRAF,Australia,,pama1250,.,yuul1239,no,.,.,,#N/A,Borg Song,https://theglobaljukebox.org/#,NA,Global Jukebox,No secondary function,No,,,,"The song is identified as such in its title or label There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Spirit song //GLOBAL JUKEBOX CODING ID 9370, GENRE FIELD//","characteristically learnt from spirits of the dead //GLOBAL JUKEBOX CODING ID 9370, DESCRIPTION FIELD//",NA,,,,No,Global Jukebox states that the recording of Indigenous Australians will not be published on this site without permission from tribal representatives.,7/10/18 17:22,YJW
1,,Play,Pama-Nyungan,dhan1270,dhan1271,language,1,Rirratjingu: not founded in eHRAF,Australia,,pama1250,dhan1271,dhan1271,yes,yes,yes,,,Djedbang-ari,https://folkways.si.edu/tribal-music-of-australia/world/album/smithsonian,Track 102,Smithsonian Folkways,Dance,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Folkways Records //Smithsonian Folkways CATALOG NUMBER(S): FW04439, FE 4439//","The second of these three songs is about a small bird which lays a little egg, and flies away calling tau tau. The song is a play on the words. //Smithsonian Folkways CATALOG NUMBER(S): FW04439, FE 4439 Liner Notes PDF Page. 4 https://folkways-media.si.edu/liner_notes/folkways/FW04439.pdf//","bird egg small small, egg small bird, the bird's call //Smithsonian Folkways CATALOG NUMBER(S): FW04439, FE 4439 Liner Notes PDF Page. 4 https://folkways-media.si.edu/liner_notes/folkways/FW04439.pdf//",,,,No,,11/20/2018 4:38:06,YJW
1,,Play,Pama-Nyungan,pama1250,,family,0,"NA, from the album ""Australian playground""",Australia,,,.,.,.,.,.,there isn't enough ethnographic data to specify,#N/A,Marrtjina (Let's go)(the NEO and Garrangali),http://www.worldcat.org/title/australian-playground/oclc/879251089&referer=brief_results#relatedsubjects,NA,WorldCat,No secondary function,No,,,,The song is identified as such in its title or label,Genre: Juvenile works //WorldCat OCLC Number 879251089//,NA,NA,,,,No,,11/28/2018 18:09:24,YJW
1,,Play,Pama-Nyungan,pama1250,,family,0,"The album of ""a world of kids Australia"". No specific culture stated. Multiple songs in aboriginal languages.",Australia,,,.,.,.,.,.,,#N/A,Bellin-bellin (The cow),http://www.worldcat.org/title/australia/oclc/50417070?lang=en,NA,WorldCat,No secondary function,No,,,,The song is identified as such in its title or label,Children's sound recordings//Genre WorldCat OCLC Number 50417070//,NA,NA,,,,No,,11/28/2018 17:47:23,YJW
1,,Play,Pama-Nyungan,pitj1243,,language,0,"Trevor Adamson (singer) is from Pukatja, South Australia. But Pukatja cannot be found in eHRAF",Australia,,pama1250,.,.,.,.,.,,#N/A,Nyanpi Matilda = Waltzing Matilda,http://www.worldcat.org/title/world-music/oclc/772956606?lang=en,NA,WorldCat,No secondary function,No,,,,The song is identified as such in its title or label,Genre: Juvenile works // WorldCat OCLC Number :772956606//,NA,NA,Found the audio on Youtube. https://www.youtube.com/watch?v=0S8ikjTKFa0,Yes,6,Yes,Got the information from WorldCat and audio from Youtube,11/28/2018 17:57:27,YJW
1,,Praise,Pama-Nyungan,dhan1270,dhan1271,language,1,Wadamiri:cuturre not founded in eHRAF,Australia,,pama1250,dhan1271,dhan1271,yes,yes,yes,,,Wadamiri,https://folkways.si.edu/tribal-music-of-australia/world/album/smithsonian,Track 105,Smithsonian Folkways,Dance,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Folkways Records //Smithsonian Folkways CATALOG NUMBER(S): FW04439, FE 4439//","This is made by the dancers forming a close ring; ll facing in and towards the ground they shout towards the latter, the spirit of ""mother earth""",NA,,,,No,,11/20/2018 4:53:19,YJW
0,,Praise,Pama-Nyungan,pitj1243,,language,1,Anangu (Culture not found in eHRAF),Australia,,pama1250,yann1237,pitj1243,no,no,yes,,jay,Chant rituel du kangourou,https://theglobaljukebox.org/#,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Genre: Shaman song; ritual song; animal song //GLOBAL JUKEBOX CODING ID: 37//,Shaman song; six couplets correspond to six diamonds drawn on the ground that resemble a kangaroo //GLOBAL JUKEBOX CODING ID: 37//,NA,,,,No,"Global Jukebox states ""Recordings of Indigenous Australians will not be published on this site without permission from tribal representatives.""",4/11/18 16:39,YJW
0,,Praise,Pama-Nyungan,pint1250,,language,1,Anangu(Culture not found in eHRAF),Australia,,pama1250,yann1237,pitj1243,no,no,yes,,jay,Corroboree du kangourou,https://theglobaljukebox.org/#,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Chant; corroboree song; ceremonial song //GLOBAL JUKEBOX CODING ID: 36//,NA,NA,,,,No,,4/11/18 16:33,YJW
1,,Procession,Pama-Nyungan,warl1254,,language,1,Walpiri: culture not founded in eHRAF,Australia,,pama1250,wika1238,wika1238,yes,yes,yes,,wik,Rain Dreaming (ngapa) ceremony (excerpts),https://folkways.si.edu/australia-aboriginal-music/world/music/album/smithsonian,Track 101,Smithsonian Folkways,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",LABEL UNESCO Collection of Traditional Music//Smithsonian Folkways CATALOG NUMBER UNES08040//,"The Rain Dreaming recordings were made on a ""women's night"" at the ceremony, also known as nganakudukudu.//Smithsonian Folkways CATALOG NUMBER UNES08040 Liner Notes PDF Page. 3 https://folkways-media.si.edu/liner_notes/unesco/UNES08040.pdf//",NA,,,,No,,11/15/2018 16:46:09,YJW
1,,Story,Pama-Nyungan,gugu1254,,language,1,Kokopera: culture not founded in eHRAF,Australia,,pama1250,gugu1254,gugu1254,yes,yes,yes,,kkp,Song by Christopher Jeffrey,https://folkways.si.edu/songs-of-aboriginal-australia-and-torres-strait/world/music/album/smithsonian,Track 135,Smithsonian Folkways,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Folkways Records //Smithsonian Folkways CATALOG NUMBER(S) FW04102, FE 4102//","A man was lying on his back and watching two eaglehawks fighting over a tortoise which they had carried high up into the sky and which they eventually took back to their nest. He decided to compose a song about what he had seen.// Smithsonian Folkways CATALOG NUMBER(S) FW04102, FE 4102. Liner Notes Page 6. https://folkways-media.si.edu/liner_notes/folkways/FW04102.pdf//","eaglehawk two were facing each other, (a man) was lying on his back, they both from the west were coming, clear sky high up, they both fought. // Smithsonian Folkways CATALOG NUMBER(S) FW04102, FE 4102. Liner Notes Page 6. https://folkways-media.si.edu/liner_notes/folkways/FW04102.pdf//",,,,No,,11/15/2018 16:16:12,YJW
0,,Story,Pama-Nyungan,yuul1239,,family,,Maraian Singing,Australia,,pama1250,.,.,.,.,.,,#N/A,Hawk Song,https://theglobaljukebox.org/#,NA,Global Jukebox,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Animal song //CODING ID 1221 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,,,,No,Global Jukebox says the recordings of Indigenous Australians will not be published on this site without permission from tribal representatives.,7/10/18 17:30,YJW
0,no audible,Dance,Pano-Tacanan,ship1254,,language,,Shipibo-Conibo,Central Andes,,pano1259,ship1255,ship1254,no,yes,yes,,,Social Dance Music,http://www.folkways.si.edu/TrackDetails.aspx?itemid=11291,"Disc 1, Track 21","Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Social Dance (//CODING ID 896 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE SONG TITLE FIELD)","Social dance music; panpipes, drums and voices in jam session (//CODING ID 896 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD)",NA,,No,1,Yes,,8/17/2018 23:36:34,AMM
1,,Lullaby,Pano-Tacanan,ship1254,ship1255,language,,Shipibo,Central Andes,,pano1259,ship1254,ship1255,no,yes,yes,,shp,Shipibo Lullaby,https://theglobaljukebox.org/?share=Shipibo-T5402R14,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Lullaby //CODING ID 763 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//",NA,NA,,Yes,6,Yes,,9/23/2018 13:09:35,KJH
1,,Healing,Pume,pume1238,,language,,Pumé,Amazon and Orinoco,,,pume1238,pume1238,yes,yes,yes,,yae,Curing Song,http://media.theglobaljukebox.org/audio/T5403R88m.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Song: Curing Song Genre: Shaman song; healing song //GLOBAL JUKEBOX CODING ID: 152//,Description: Shaman's curing song //GLOBAL JUKEBOX CODING ID: 152//,NA,,Yes,4,Yes,,7/2/18 11:19,HLR
0,,Healing,Pume,pume1238,,language,,Pumé,Northwestern South America,,,pume1238,pume1238,yes,yes,yes,,yae,Curing Song,https://theglobaljukebox.org/?share=Pum%C3%A9-T5403R88m,NA,Global Jukebox,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Curing Song//GLOBAL JUKEBOX//,Shaman's curing song//GLOBAL JUKEBOX//,NA,//GLOBAL JUKEBOX//Coding ID: 152,Yes,6,Yes,NA,3/3/18 15:11,LAV
0,no audible,Dance,Quechuan,quec1387,,family,,Ancient Peru,Central Andes,,,.,quec1387,no,.,.,,#N/A,Mestizo Dance Tune,https://theglobaljukebox.org/?share=Ancient%20Peru-T9505R56,NA,Global Jukebox,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Dance Song //GLOBAL JUKEBOX CODING ID:9162, RELEVANT TEXT IN THE GENRE FIELD//","Flute and drum dance music //GLOBAL JUKEBOX CODING ID:9162, RELEVANT TEXT IN THE DESCRIPTION FIELD//",NA,,No,1,Yes,,5/9/18 18:55,KJH
1,,Dance,Quechuan,cusc1236,,language,,Quechua,Central Andes,,quec1387,quec1387,quec1387,yes,yes,yes,,,Tonada De La Cruz,https://theglobaljukebox.org/?share=Quechua-T5543R47,NA,Global Jukebox,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"dance song; female chorus in nasal high register in unison and antiphony with mid-range male chorus over charango; whoops and hollers precede and follow interludes of stomping and clapping//Coding ID: 9783 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,9/23/2018 12:25:04,KJH
1,,Dance,Quechuan,cusc1236,,language,,Quechua,Central Andes,,quec1387,quec1387,quec1387,yes,yes,yes,,,Kinsa Rosas T'ikay: Wayñu,https://theglobaljukebox.org/?share=Quechua-T5543R48,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Dance Song//GLOBAL JUKEBOX CODING ID:9784, RELEVANT TEXT IN GENRE FIELD//",NA,NA,NA,Yes,6,Yes,,9/30/2018 16:12:13,KJH
0,no audible,Healing,Quechuan,ayac1239,,language,1,Ayacucho (not listed in eHRAF),Central Andes,,quec1387,ayac1239,ayac1239,yes,yes,yes,,quy,Qaqupa,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C73763,Track 10,"Smithsonian Folkways, Alexander Street",No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"The term qaqupa alludes to an ""operation consisting of rubbing a sick person with flowers that are later placed in piles along the roadside; they believe--in Ayacucho--that they liberate the sick person by passing [the illness] on to those who touch the flowers."" Qaqupa is thus intended for purification. //ALEXANDER STREET CATALOG NUMBER SFW40449, LINER NOTES PG. 6-7//",NA,,No,1,Yes,,4/12/18 14:33,LXN
1,,Healing,Quechuan,cana1262,,language,,Otavalo,Northwestern South America,,quec1387,quec1387,quec1388,no,yes,yes,,,Curing Song,https://theglobaljukebox.org/?share=Otavalo-T5402R84,na,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Healing song//GLOBAL JUKEBOX CODING ID1035/ Audio File ID: T5402R84/ RELEVANT INFO IN GENRE FIELD,NA,NA,NA,Yes,5,Yes,NA,7/26/2018 9:59:46,LAV
1,,Healing,Quechuan,cana1262,,language,,Otavalo Quichua,Central Andes,,quec1387,quec1387,.,no,.,.,,,Séance de guérison magique,http://www.worldcat.org/oclc/36445854,"Side B, Track 2-3",NHS 1.0,,No,,,,,2,2,NA,,,,,,1/2/18 18:00,CMB
1,,Healing,Quechuan,cana1262,,language,,Otavalo Quincha,Northwestern South America,,quec1387,quec1387,quec1384,no,yes,yes,,,Curing Song,https://theglobaljukebox.org/?share=Otavalo-T5402R83,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Genre: Healing Song//Global Jukebox,NA,NA,,Yes,5,Yes,,9/18/2018 17:54:40,NLC
1,,Love,Quechuan,ayac1239,,language,,Ayacucho,Central Andes,,quec1387,ayac1239,ayac1239,yes,yes,yes,,quy,Quechua-Ayacucho-Yaravi,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C71907,Track 30,"None of these, Smithsonian Folkways",No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"[Yaravi, meaning sad melody] is a term generally applied to love music //SMITHSONIAN FOLKWAYS CATALOG NUMBER FE4539, LINER NOTES PG. 7//",NA,,Yes,6,Yes,,3/12/18 14:21,LXN
1,,Love,Quechuan,cusc1236,,language,,Q'ero,Central Andes,,quec1387,quec1387,quec1387,yes,yes,yes,,,Love Song,https://theglobaljukebox.org/?share=Q'ero-T5488R09,NA,Global Jukebox,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Love Song,"Louisa Sera and male voice//GLOBAL JUKEBOX CODING ID:2496, RELEVANT TEXT IN PERFORMER FIELD//","To the Palmtree, give me shade/ for my love to grow/ may the other tree cry for me, that my love might grow//GlOBALl JUKEBOX CODING ID:2496, RELEVANT TEXT IN THE DESCRIPTION FIELD//",na,Yes,6,Yes,This record is a two LP set.,8/9/18 19:35,KJH
1,,Love,Quechuan,cusc1236,,language,,Q'ero Quichua,Central Andes,,quec1387,quec1387,quec1382,no,no,no,,,Love song,http://www.worldcat.org/oclc/38134878,Track 31,NHS 1.0,,No,,,,,6,5-Jun,6,,,,,,1/2/18 17:32,SDA
0,,Lullaby,Quechuan,cusc1235,,family,,Q'ero,Central Andes,,quec1387,quec1387,quec1387,yes,yes,yes,,,Lullaby,https://theglobaljukebox.org/?share=Q'ero-T5488R08,NA,Global Jukebox,Lullaby,No,,,,The song is identified as such in its title or label,"Lullaby//GLOBSL JUKEBOX, CODING ID:2495, RELEVANT DATA IN GENRE FIELD//",NA,NA,,Yes,6,Yes,,9/30/2018 16:23:35,KJH
1,,Lullaby,Quechuan,cusc1236,,language,,Q'ero Quichua,Central Andes,,quec1387,quec1387,quec1382,no,no,no,,,Lullaby,http://www.worldcat.org/oclc/38134878,Track 32,NHS 1.0,,No,,,,,6,5-Jun,6,,,,,,1/2/18 17:45,CMB
1,,Lullaby,Quechuan,cusc1236,,language,0,Runa; Q'ero; Quechua,Central Andes,,quec1387,.,quec1382,no,.,.,,#N/A,Lullaby,https://folkways.si.edu/louisa-sera-chompi/lullaby/american-indian-world/music/track/smithsonian,"Disc 1, Track 32","Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Lullaby (//CODING ID 2495 IN GLOBAL JUKEBOX IN THE SONG TITLE FIELD),"Lullaby; chi chi chi wawa (baby), that you might learn to work the potatoes, young one (//CODING ID 2495 IN GLOBAL JUKEBOX IN THE DESCRIPTION FIELD)",NA,,Yes,6,Yes,,8/17/2018 23:45:56,AMM
1,,Mourning,Quechuan,ayac1239,,language,1,Ayacucho (not listed in eHRAF),Central Andes,,quec1387,ayac1239,ayac1239,yes,yes,yes,,quy,San Gregorio,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C73763,Track 27,"Smithsonian Folkways, Alexander Street",No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"In the Andes, death is marked by elaborate rituals, in which the body of the deceased is prepared for the journey to its final resting place. This track, an excerpt from a funeral song known as ""San Gregorio,"" was recorded in Sara on 14 August 1996. //ALEXANDER STREET CATALOG NUMBER SFW40449, LINER NOTES PG. 13-14//",NA,,Yes,6,Yes,,4/12/18 14:44,LXN
